sentence_id,company,year,report_type,sentence_text,source,label,confidence,llm_label,llm_gw_risk,llm_top_features,kee_label,kee_confidence,kee_notes,flagged_for_qa
S0624,tata,2023,BRSR,The WSA methodology places a Opportunities: plants to compare themselves against boundary of ‘steel making sites’ on Tata Steel is actively increasing its both average and best performance in emission reporting.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0625,tata,2023,BRSR,"Therefore, for renewable energy capacity installations the sector and identify the scope for steel companies with integrated and sourcing to replace thermal improvement.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0626,tata,2023,BRSR,"operations, Scope 1 emissions from power generated from fossil fuels.",model,V,0.5541,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0627,tata,2023,BRSR,"However, over time, the emission non-steel making operations (e.g., De-carbonisation will enable the reporting landscape has evolved, mining sites or downstream facilities) company to achieve savings in and investors and global reporting are not included in the reported 120 116th Year Integrated Report & Annual Accounts 2022-23 Employing environment-friendly industrial practices at Tata Steel Kalinganagar emission.",model,V,0.6162,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0628,tata,2023,BRSR,"It was reporting of all emissions from all company, Tata Steel is also deeply a founder participant in worldsteel’s sites of the disclosing entity.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0629,tata,2023,BRSR,The WSA methodology considers review of target setting methodologies been recognised as an accredited electricity emission factors based on a for the steel industry as we await the Climate Action member ever since.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0630,tata,2023,BRSR,"It global average and does not include publication of the final methodology, has developed sector-leading expertise actual emission factor based on the expected in Q2 of FY2023-24.",model,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0631,tata,2023,BRSR,"The GHG term targets once the standards and impacts of products in holistic terms, Protocol, through the use of market- recommendations of SBTi and the ISSB taking account of emissions from raw based emission factors for electricity, standards are published later in the material extraction, through production includes emissions based on the year.",model,V,0.5670,S,0.473,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; verb_strength=0.10[NONE],,,,N
S0632,tata,2023,BRSR,"The WSA methodology provides for to become an operator of its own credits against embedded emissions Environmental Product Declaration in an entity’s primary products, (EPD) programme, through which Tata Steel has adopted a common based on its sale of by-products (e.g., it produces EPDs that are shared and consistent set of emission sale of steel slag and process gases).",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0633,tata,2023,BRSR,with customers to enable them to metrices and targets across its These credits are not available under understand the carbon and other global operations.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0634,tata,2023,BRSR,the GHG Protocol. environmental impacts associated d.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0635,tata,2023,BRSR,The GHG Protocol provides for with Tata Steel products.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0636,tata,2023,BRSR,"Tata Steel has reporting of Scope 3 emissions been recognised by its peers for its − Total emission, Scope 1, 2 and against a longer list of 15 different excellence in LCA, receiving prestigious 3, as per the Greenhouse Gas categories.",model,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,Y
S0637,tata,2023,BRSR,− Emission intensity per tonne of account only CO emissions.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0638,tata,2023,BRSR,"The GHG Tata Steel has a long, unbroken Protocol takes into account all Kyoto record of annual disclosure to CDP.",model,V,0.5541,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0639,tata,2023,BRSR,"Association methodology Protocol Greenhouse Gas (CH4, N2O, Its most recent disclosure in 2022 HFC, PFC, SF6 & NF3).",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0640,tata,2023,BRSR,"Target secured a rating of A-, placing it very Recognising the likely changes in Net Zero by 2045 close to the top within steel sector reporting methodologies in future, listings.",model,S,0.5232,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=1.00[|net zero by 2045]; specific_tech=0.00[NONE],,,,Y
S0641,tata,2023,BRSR,Tata Steel has started reporting its Tata Steel’s performance on its emission as per the GHG Protocol F. Disclosure key performance indicators has from FY2021-22 onwards.,model,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0642,tata,2023,BRSR,"emission intensity as per the WSA worldsteel (the World Steel Association) 121 116th Year Integrated Report & Annual Accounts 2022-23 Environmental Social Governance (ESG) Factsheet FY2022-23 Tata Steel Limited (Standalone), Tata Steel Long Products Limited, Tata Steel Nederland BV, Tata Steel UK Limited and Tata Steel (Thailand) PCL account for ~ 90% of our global group turnover.",model,V,0.5259,S,0.133,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0643,tata,2023,BRSR,"PCL Million tonnes 1.03 0.99 1.09 1.31 1.13 CO emissions– steel plants (worldsteel user guide V9.5, with slag credit)",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0644,tata,2023,BRSR,Tata Steel Limited (Standalone)@ Scope 1 Million tonnes 31.7 31.1 29.4 46.2 46.3 Scope 2 Million tonnes 1.2 1.1 1.0 1.7 1.7 Scope 3 Million tonnes,model,V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[scope 1|scope 2|scope 3],,,,Y
S0645,tata,2023,BRSR,-1.8 -2.0 -3.2 -3.0# Scope 1 +2 + 3 Million tonnes 31.0 30.4 28.3 44.7 45.0 CO2 emissions intensity tCO /tcs 2.35 2.31 2.32 2.43 2.38# Tata Steel Long Products Limited (including NINL)@ Scope 1 Million tonnes - 3.0 3.1 3.2 4.1,model,V,0.5325,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; verb_strength=0.10[NONE],,,,Y
S0646,tata,2023,BRSR,Scope 2 Million tonnes - 0.0 0.0 0.0 0.1 Scope 3 (Gamharia) Million tonnes - - - - -0.3# Scope 3 (Gamharia & NINL),model,V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[scope 2|scope 3],,,,Y
S0647,tata,2023,BRSR,Million tonnes - -0.3 -0.4 -0.3 -0.6 Scope 1 +2 + 3 (Gamharia & NINL),model,V,0.5541,N,0.0,quantifier_count=0.00[NONE]; verb_strength=0.05[NONE]; vague_adj_ratio=0.00[NONE],,,,N
S0648,tata,2023,BRSR,Million tonnes - 2.7 2.8 3.0 3.6 emissions intensity (Gamharia) tCO2/tcs - - - - 4.01# emissions intensity (Gamharia & NINL),model,V,0.5541,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0649,tata,2023,BRSR,tCO2/tcs - 4.52 4.29 4.39 3.86 Tata Steel UK Limited@,model,V,0.5541,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0650,tata,2023,BRSR,Scope 1 Million tonnes 6.4 7.1 6.5 6.9 5.7 Scope 2 Million tonnes 0.4 0.4 0.3 0.4 0.2,model,V,0.5174,N,0.0,quantifier_count=0.33[million]; verb_strength=0.05[NONE]; vague_adj_ratio=0.00[NONE],,,,Y
S0651,tata,2023,BRSR,Scope 3 Million tonnes 0.5 0.5 0.5 0.4 0.1# Scope 1 +2 + 3 Million tonnes 7.4 8.0 7.3 7.7 6.0 CO emissions intensity tCO/tcs 2.21 2.22 2.14 2.16 2.05# Tata Steel Nederland BV@ Scope 1 Million tonnes 12.5 11.8 10.9 11.6 10.9,model,V,0.5174,N,0.0,quantifier_count=0.33[million]; verb_strength=0.05[NONE]; vague_adj_ratio=0.00[NONE],,,,Y
S0652,tata,2023,BRSR,-0.3 Scope 3 Million tonnes 0.1 0.2 0.2 0.3 0.3# Scope 1 +2 + 3 Million tonnes 12.4 11.9 11.0 11.7 10.9 CO emissions intensity tCO/tcs 1.77 1.76 1.78 1.78 1.78# Tata Steel (Thailand) PCL@ Scope 1 Million tonnes 0.2 0.2 0.2 0.2 0.2 Scope 2 Million tonnes 0.4 0.4 0.4 0.5 0.4 Scope 3 Million tonnes 0.1 0.1 0.1 0.1 0.1,model,V,0.5174,N,0.0,quantifier_count=0.33[million]; verb_strength=0.05[NONE]; vague_adj_ratio=0.00[NONE],,,,Y
S0653,tata,2023,BRSR,"Scope 1 +2 + 3 Million tonnes 0.7 0.7 0.7 0.8 0.7 CO2 emissions intensity tCO2/tcs 0.64 0.67 0.64 0.61 0.59 Tata Steel Consolidated (with slag credit) tCO2/tcs - - 2.20 2.19 2.21 GHG emissions (based on GHG protocol, in Million tCO2e) Tata Steel Limited (Standalone) Absolute emissions - Million tonnes - - - - 47.1# Scope 1 for steel making sites Absolute emissions -Scope 1 for all sites Million tonnes - - 32.5 49.2 49.6",model,V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[tco2|tco2e|scope 1],,,,Y
S0654,tata,2023,BRSR,Absolute emissions - Million tonnes - - - - 4.63# Scope 2 for steel making sites Absolute emissions - Scope 2 for all sites Million tonnes - - 3.9 5.4 5.6 Absolute emissions - Scope 3 Million tonnes - - 5.2 5.9 5.7 Total absolute emissions Million tonnes - - 41.5 60.5 61.0 (Scope 1 +2 + 3) for all sites Tata Steel Long Products Limited including NINL Absolute emissions - Million tonnes - - - - 3.18# Scope 1 for steel making sites Absolute emissions -Scope 1 for all sites Million tonnes - - 3.9 4.1 4.9(1) # KPIs assured by Price Waterhouse & Co.,model,V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[scope 1|scope 2|scope 3],,,,Y
S0655,tata,2023,BRSR,Chartered Accountants LLP Tata Steel Nederland BV Absolute emissions - Million tonnes - - - - 10.93# Scope 1 for steel making sites* Absolute emissions -Scope 1 for all sites Million tonnes - - - 11.7 11.2 Absolute emissions - Million tonnes - - - - 0.0# Scope 2 for steel making sites Absolute emissions - Scope 2 for all sites Million tonnes - - - 0.80 0.60 Absolute emissions - Scope 3 Million tonnes - - - 5.0 3.8 Total absolute emissions Million tonnes - - - 17.4 15.6 (Scope 1 +2 + 3) for all sites Tata Steel (Thailand) PCL Absolute emissions - Scope 1 Million tonnes - - 0.2 0.2 0.2 Absolute emissions - Scope 2 Million tonnes - - 0.4 0.5 0.5 Absolute emissions - Scope 3 Million tonnes - - 0.2 0.2 0.2 Total absolute emissions (Scope 1 +2 + 3) Million tonnes - - 0.8 0.9 0.8 Tata Steel Consolidated (including other entities),model,V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[scope 1|scope 2|scope 3],,,,Y
S0656,tata,2023,BRSR,Absolute emissions - Scope 1 Million tonnes - - 66.0 75.7 75.5 Absolute emissions - Scope 2 Million tonnes - - 4.8 5.0 5.2 Absolute emissions - Scope 3 Million tonnes - - 12.6 13.5 13.1 Total absolute emissions (Scope 1 +2 + 3) Million tonnes - - 83.4 94.2 93.8 Total absolute emissions tCOe/Million ₹ - - 45.2 33.1 33.2 (Scope 1 +2) per unit revenue - worldsteel methodology allows credits due to export of various co-products / by-products (incl.,model,V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[scope 1|scope 2|scope 3],,,,Y
S0657,tata,2023,BRSR,TSUK numbers for FY2022-23 aligned with parent company to include slag credit in the CO2 intensity calculations.,model,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0658,tata,2023,BRSR,"No credits are included in GHG Protocol estimation under Scope 1, 2 and 3.",model,V,0.5541,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0659,tata,2023,BRSR,Scope 1.1 emissions under worldsteel scope considered direct emissions under Scope 1 for steelmaking sites - Scope 2 emissions are location based for all entities - Uncertainty of total emissions < 3% - Entity-wise data represents absolute gross emissions independent of equity held by Tata Steel.,model,V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[scope 1|scope 2],,,,Y
S0660,tata,2023,BRSR,Consolidated emissions of Tata Steel has been arrived at by using equity based approach - FY2021-22 numbers are updated post verification in July 2022 * Calculated based only on CO2 emissions factor.,model,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0661,tata,2023,BRSR,For crude steel making sites@ (A) Stack dust emissions Thousand 5.59 5.04 4.10 7.22 6.40# Stack Dust emission intensity kg/tcs 0.42 0.38 0.34 0.39 0.34# Stack SOx emissions Thousand 7.4 8.6 7.8 30.4 27.0# SOx emission intensity kg/tcs 0.56 0.65 0.64 1.66 1.43# Stack NOx emissions Thousand 8.9 8.7 7.5 16.0 15.8# NOx emission intensity kg/tcs 0.67 0.66 0.62 0.87 0.83# # KPIs assured by Price Waterhouse & Co.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0662,tata,2023,BRSR,For non crude steel making sites (B) Stack dust emissions Thousand - 0.95 1.11 0.83 0.66 Stack SOx emissions Thousand - 8.1 5.8 5.5 4.3 Stack NOx emissions Thousand - 4.5 3.6 3.3 2.3 Tata Steel Limited Standalone: Total (A+B),model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0663,tata,2023,BRSR,Stack dust emissions Thousand 5.59 5.99 5.21 8.06 7.06 Stack SOx emissions Thousand 7.4 16.7 13.6 35.9 31.4 Stack NOx emissions Thousand 8.9 13.2 11.2 19.4 18.1 Tata Steel Long Products Limited For crude steel making sites@ (A) Stack dust emissions Thousand - 1.69 1.17 1.03 0.92# Stack Dust emission intensity kg/tcs - 2.86 1.81 1.50 1.30# Stack SOx emissions Thousand - 5.1 4.9 6.0 6.4# SOx emission intensity kg/tcs - 8.66 7.53 8.79 9.09# Stack NOx emissions Thousand - 1.0 1.1 1.2 1.2# NOx emission intensity kg/tcs - 1.64 1.67 1.77 1.72# For non crude steel making sites (B) Stack dust emissions Thousand - - - - 0 Stack SOx emissions Thousand - - - - 1 Stack NOx emissions Thousand - - - - NA Tata Steel Long Products Limited: Total (A+B),model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0664,tata,2023,BRSR,Stack dust emissions Thousand - 1.69 1.17 1.03 1.00 Stack SOx emissions Thousand - 5.1 4.9 6.0 7.1 Stack NOx emissions Thousand - 1.0 1.1 1.2 1.2 Tata Steel UK Limited@(CY2)3 Stack dust emissions Thousand 1.07 1.06 1.38 1.16 0.82# Stack Dust emission intensity kg/tcs 0.35 0.31 0.00 0.33 0.28# Stack SOx emissions,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0665,tata,2023,BRSR,Thousand 6.1 6.8 6.4 4.7 4.6# SOx emission intensity kg/tcs 2.2 2.02 1.96 1.33 1.56# Stack NOx emissions Thousand 5.0 4.8 5.1 5.0 4.3# NOx emission intensity kg/tcs 1.61 1.41 1.57 1.42 1.47# 2Calendar year reporting (1 January - 31 December),model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0666,tata,2023,BRSR,3Historical data revised to exclude fugitive emissions Tata Steel Nederland BV (CY2),model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0667,tata,2023,BRSR,For crude steel making sites@ (A) Stack dust emissions Thousand 1.80 1.88 1.80 1.57 1.52# Stack Dust emission intensity kg/tcs 0.26 0.28 0.3 0.24 0.25# Stack SOx emissions Thousand 3.1 3.2 3.0 2.8 3.2# SOx emission intensity kg/tcs 0.46 0.48 0.5 0.42 0.52# Stack NOx emissions,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0668,tata,2023,BRSR,Thousand 5.7 6.0 5.1 5.3 5.0# NOx emission intensity kg/tcs 0.84 0.91 0.85 0.80 0.80# # KPIs assured by Price Waterhouse & Co.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0669,tata,2023,BRSR,Chartered Accountants LLP 124 116th Year Integrated Report & Annual Accounts 2022-23 For non crude steel making sites (B) Stack dust emissions Thousand 0.002 0.002 0.002 0.002 0.002 Stack SOx emissions Thousand 0.046 0.050 0.055 0.047 0.043 Stack NOx emissions Thousand 0.001 0.001 0.001 0.001 0.000 Tata Steel Nederland BV: Total (A+B),model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0670,tata,2023,BRSR,Stack dust emissions Thousand 1.80 1.88 1.80 1.57 1.52 Stack SOx emissions Thousand 3.2 3.2 3.1 2.8 3.3 Stack NOx emissions,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0671,tata,2023,BRSR,Thousand 5.7 6.0 5.1 5.3 5.0 Specific Water Consumption & Discharge Intensity Tata Steel Limited (Standalone)@ Fresh water consumption Million m3 46.3 40.8 32.9 49.9 49.8 Specific fresh water consumption m3/tcs 3.50 3.10 2.70 2.71 2.62# Effluent discharge volume Million m3 10.3 9.5 8.3 9.5 8.1# Effluent discharge intensity m3/tcs 0.78 0.72 0.68 0.52 0.43# Tata Steel Long Products Limited@,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0672,tata,2023,BRSR,None None None None None Effluent discharge intensity m3/tcs,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0673,tata,2023,BRSR,"Thousand - - 1,057 851 1,050 Solid waste utilisation (Gamharia) % - - - - 92.6# Solid waste utilisation (Gamharia & Joda) % - - 111.65 83.2 92.2 # KPIs assured by Price Waterhouse & Co.",model,V,0.5259,S,0.133,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0674,tata,2023,BRSR,Chartered Accountants LLP 125 116th Year Integrated Report & Annual Accounts 2022-23 Environmental Social Governance (ESG) Factsheet FY2022-23 Tata Steel UK Limited@ (CY)2 Solid waste generated Thousand - 231 186 111 3146 Solid waste utilised Thousand - 221 113 85 3086 Solid waste sent to landfill / incineration Thousand - 4 4 7 6 Solid waste utilisation % - 95.9 60.5 76.1 98.0# 5Some waste from previous year has been utilised.,model,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0675,tata,2023,BRSR,"% 74.1 78.3 79.1 74.7 71.6# Tata Steel (Thailand) PCL Solid waste generated Thousand 211 201 222 266 254 Solid waste utilised Thousand 210 200 221 265 254 Solid waste sent to landfill / incineration Thousand 0.70 0.36 0.46 0.69 0.4 Solid waste utilisation % 99.7 99.8 99.8 99.7 99.8 Energy Intensity Tata Steel Limited (Standalone)@ Energy consumption GJ - - - - 44,43,89,343# Energy Intensity GJ/tcs 24.35 24.17 24.11 23.62 23.43# Tata Steel Long Products Limited@",model,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0676,tata,2023,BRSR,"Thousand 1,138 1,087 1,203 1,449 1,257 Steel scrap recycled (internal & external) % 99 99 100 99 99 Spend on Climate Change and Environment Tata Steel Limited (Standalone) Spend on Social, Climate Change and ₹ crore 286 283 33 554 1,437 Environment (Capex) Tata Steel Long Products Limited Spend on Social, Climate Change and ₹ crore - - 8 9 29",model,V,0.5678,S,0.0,"vague_adj_ratio=0.00[NONE]; quantifier_count=1.00[,138|,087|,203|,449]; target_year=0.00[NONE]",,,,N
S0677,tata,2023,BRSR,"Environment (Capex) Tata Steel UK Limited Spend on Social, Climate Change and Million GBP - - - - 53 Environment (Capex) Tata Steel Nederland BV Spend on Social, Climate Change and Million GBP 17 48 51 22 117 Environment (Capex) Tata Steel (Thailand) PCL Spend on Social, Climate Change and Million Thai - - - - 4 Environment (Capex) Baht # KPIs assured by Price Waterhouse & Co.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0678,tata,2023,BRSR,"Chartered Accountants LLP 133 116th Year Integrated Report & Annual Accounts 2022-23 World Economic Forum CII International Conference on Waste to Jamshedpur Steel Plant recognised as the Advanced 4th Industrial Revolution Declared as 1st Winner of the Recognised as Global Diversity Equity ""Excellence in 3R (Reduce-Reuse- & Inclusion (DEI) Lighthouse 2023, Recycle) for Industry (Managing Own for its endeavour towards improving Waste)""",model,V,0.5695,S,0.463,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; vague_adj_ratio=0.10[endeavour],,,,N
S0679,tata,2023,BRSR,These contribute over 98% of Tata Steel’s consolidated revenues 99% of Tata Steel's Consolidated emission footprint.,model,V,0.5259,S,0.133,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0680,tata,2023,BRSR,The Greenhouse Gas (GHG) Emission has been reporte methodology for consolidation.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0681,tata,2023,BRSR,"140 116th Year Integrated Repor without adjusting for minority shareholder in the relevant group ed using the Greenhouse Gas protocol standard and the equity undertaken (Revenue, GHG emission and energy consumption).",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0682,tata,2023,BRSR,"Greenhouse Gas Emissions & Climate Change Managemen Rationale for identifying the risk/ A significant part of Tata Steel’s Tata production is through the blast furnace purs route, which is a an emission intensive of C process and contributes towards global elec warming.",model,V,0.5845,S,0.572,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; verb_strength=0.10[NONE],,,,N
S0683,tata,2023,BRSR,Tata Steel has committed to a deca target of Net Zero by 2045 and transition Iron to low carbon steelmaking is critical for bed the long-term success of the Company.,model,V,0.5389,S,0.587,target_year=1.00[|net zero by 2045]; specific_tech=0.00[NONE]; verb_strength=0.15[committed to],,,,Y
S0684,tata,2023,BRSR,Approach to adapt or mitigate a Steel has set an ambitious target to be Net Zero emissions by 2045.,model,V,0.5122,S,0.267,vague_adj_ratio=0.00[NONE]; specific_tech=0.00[NONE]; verb_strength=0.10[NONE],,,,Y
S0685,tata,2023,BRSR,"In its suit of decarbonisation, Tata Steel has adopted a two-pronged approach Carbon Direct Avoidance (e.g., use of hydrogen or steelmaking using the ctric arc furnace route) and Carbon Capture & Usage.",model,V,0.5541,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0686,tata,2023,BRSR,"d methane) in blast furnaces, carbon capture & usage, increased ap usage in existing operations and scrap-based steelmaking.",model,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,Y
S0687,tata,2023,BRSR,"Steel produced through recycling has a significantly lower carbon footprint, as opposed to producing primary steel by reducing iron ore.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0688,tata,2023,BRSR,Tata Steel has adopted a target to be Net Zero emissions by 2045 and increased (b) Ta usage of scrap in its steelmaking process a p is one of its strategies to become a green Re steel producer.,model,V,0.5393,S,0.417,specific_tech=0.00[NONE]; verb_strength=0.10[NONE]; vague_adj_ratio=0.25[green],,,,Y
S0689,tata,2023,BRSR,Water Consumption and Effluent Discharge Rationale for identifying the risk/ Tata Steel utilises a large quantity of 1.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0690,tata,2023,BRSR,Tata Steel’s water consumption is regulated under all geographies and non-compliance to regulatory requirements with respect to effluent discharge & higher water usage 3.,model,V,0.5541,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0691,tata,2023,BRSR,"a Additionally, as a result of climate change, access to fresh water is expected to reduce in certain geographies, making water a scarce resource.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0692,tata,2023,BRSR,N minimise water requirement and maximise water recycling to be cost efficient.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0693,tata,2023,BRSR,"Approach to adapt or mitigate Addressing water scarcity through 4R framework of Reduce, Reuse, Recycle and Recover and using best available technologies.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0694,tata,2023,BRSR,Minimising withdrawal of fresh water from rivers by maximising the recycling of treated waste effluents within the plant by setting up effluent treatment plants.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0695,tata,2023,BRSR,Tata Steel is also reusing treated municipal wastewater and has water harvesting infrastructure across multiple locations.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0696,tata,2023,BRSR,Tata Steel’s aim is to achieve Zero Effluent discharge from Works premises and ensure completion of Zero Effluent Discharge projects under progress (for its Indian operations).,model,V,0.6172,V,0.653,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,N
S0697,tata,2023,BRSR,Ensuring health and connectivity of the installed online continuous effluent New plants are designed to be water efficient.,model,V,0.6304,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
